   0.00000000       0.00000000    
  0.261799395      0.258819044    
  0.523598790      0.500000000    
  0.785398185      0.707106769    
   1.04719758      0.866025448    
   1.30899692      0.965925813    
   1.57079625       1.00000000    
   1.83259559      0.965925872    
   2.09439492      0.866025507    
   2.35619426      0.707106948    
   2.61799359      0.500000238    
   2.87979293      0.258819371    
   3.14159226       3.89414367E-07
   3.40339160     -0.258818626    
   3.66519094     -0.499999583    
   3.92699027     -0.707106411    
   4.18878984     -0.866025209    
   4.45058918     -0.965925694    
   4.71238852      -1.00000000    
   4.97418785     -0.965925932    
   5.23598719     -0.866025686    
   5.49778652     -0.707107246    
   5.75958586     -0.500000596    
   6.02138519     -0.258819759    
   6.28318453      -7.78828735E-07
